English	Svenska
lap	plaskande
plastic	plast
plastic	plast-
mixing bowl	plastbunke
cling film	plastfolie
cocoon	plasthinna
cocoon	plasthinna som rostskyddsmedel
plastic surgery	plastikkirurgi
plastic	plastisk
plastic	plastiskt
sack	plastkasse
plastic	plastkort
plane	platan
plane tree	platan
platinum	platina
platinum blonde	platinablond kvinna
platonic	platonisk
platonic	platoniska
connection	plats
scene	plats
capacity	plats
lot	plats
post	plats
space	plats
area	plats
room	plats
locality	plats
location	plats
situation	plats
accommodation	plats
position	plats
place	plats
seat	plats
employment	plats
ground	plats
situational	plats-
stop-over	plats att göra uppehåll på
back seat	plats baktill
site	plats där någonting särskilt intressant händer
venue	plats för händelserna.
billing	plats för namn på affisch och dylikt
oasis	plats med vatten och växtlighet i en öken
site	plats på Internet
qualify for a position	platsar
flat	platt
flat	platt föremål
skimmer	platt halmhatt
boater	platt halmhatt
pat	platt klick
terrace	platt tak
plate	platta
release	platta
disk	platta
disc	platta
flat	platta
sheet	platta
tablet	platta
album	platta
flatten	platta till
butt	plattfisk
dab	plattfisk eller flatfisk
platform	plattform
staging	plattform för byggnadsställning
stage	plattform på byggnadsställning
platitude	platthet
commonplace	plattityd
bromide	plattityd
platitude	plattityd
crazy paving	plattor som är oregelbundet lagda på gångväg eller plan
tableland	platå
plateau	platå
mesa	platåberg
platform	platåsko
plausible	plausibel
playback	playback
playboy	playboy
pick	plektrum
plenary session	plenarsammanträde
responsibility	plikt
duty	plikt
office	plikt
obligation	plikt
sheet anchor	pliktankare
dutiful	pliktskyldig
dutiful	plikttrogen
painstaking	plikttrogen
conscientious	plikttrogen
conscientiously	plikttroget
tinkle	plinga
tinkle	plingande
die	plint
plinth	plint
peer	plira
blink	plira
pleat	plissé
pleat	plissera
prison guard	plit
bleed	plocka
pick	plocka
pluck	plocka
cull	plocka
gather	plocka
strip	plocka av
pick	plocka av fjädrarna på höna
glean	plocka ax
strip	plocka bort
cream off	plocka det bästa ur någonting
bus	plocka disk på
pick at	plocka i
pick at	plocka i maten
pick up	plocka ihop
stick	plocka in
dismantle	plocka isär
take apart	plocka isär
strip	plocka isär
strip down	plocka isär
pick	plocka rent
mushroom	plocka svamp
scoop	plocka upp
pick up	plocka upp
sweep up	plocka upp i en svepande rörelse
pick up	plocka upp med bil
select	plocka ut
plough	plog
plow	plog
plough	ploga
plow	ploga
share	plogbill
furrow	plogfåra
ploy	ploj
filling	plomb
plug	plomb
lead	plomb
lead	plombera
plug	plombera
fill	plombera
lead	plombera med blysigill
seal	plombering
plum	plommon
plum	plommonfärg
plum	plommonlila
bowler	plommonstop
bowler hat	plommonstop
plum	plommonträd
plot	plotta
plotter	plottare
plotter	plotter kurvritare
potter about	plottrar
busy	plottrig
pluck	plucka
tap	plugg
spud	plugg
plug	plugg
grind	plugga
bone up	plugga
study	plugga
cram	plugga
mug up	plugga hårt
plug	plugga igen
cram	plugga med
grind	plugghäst
mugger	plugghäst
blotch	plump
coarse	plump
crude	plump
blot	plump
scurrilous	plump
rude	plump 1
coarsely	plumpt
Christmas pudding	plumpudding
flop	plums
plump	plums
splash	plums
flop	plumsa
splash	plumsa
plump down	plumsa
plump	plumsande
hijack	plundra
loot	plundra
sack	plundra
raid	plundra
rob	plundra
maraud	plundra
prey on	plundra
plunder	plundra
rifle	plundra
sack	plundra och härja i
looter	plundrare
plunderer	plundrare
waster	plundrare
robber	plundrare
raid	plundring
marauding	plundring
sack	plundring
robbery	plundring
plunder	plundring
looting	plundring
pillage	plundring
foray	plundringståg
pocket flask	plunta
hip flask	plunta
flask	plunta
plural	plural
halves	plural av half
halfpence	plural av halfpenny
little	plural små
plural	pluralform
pluralism	pluralism
pluralistic	pluralistisk
plus	plus
plus	plus-
plus	plustecken
platoon	pluton
plutonium	plutonium
plume	plym
plush	plysch
plush	plysch-
plush	plyschaktig
harass	plåga
evil	plåga
pest	plåga
pain	plåga
nag	plåga
curse	plåga
menace	plåga
gnaw	plåga
plague	plåga
bait	plåga
wrench	plåga
lacerate	plåga
ail	plåga
bother	plåga
distress	plåga
affliction	plåga
worry	plåga
vex	plåga
pinch	plåga hårt
tortured	plågad
anguished	plågad
frazzled	plågad
worried	plågad
afflicted	plågad
gnaw	plågas av
throes	plågor
gnawing	plågsam
grievous	plågsam
worrying	plågsam
distressing	plågsam
painful	plågsam
distressful	plågsam
purse	plånbok
plaster	plåster
Band-Aid	plåster
sheet	plåt
tin plate	plåt
tin	plåt
plating	plåt
plate	plåt
tin-plate	plåt
sheet metal	plåt
plating	plåtbeläggning
plate	plåtbeslå
tin	plåtburk
butt	plåtfog
tin hat	plåthatt
tinny	plåtig
tin shears	plåtsax
plaid	pläd
plead	plädera
argue	plädera för
used	plägade
plate	pläter
laminate	plätera
plate	plätera
plating	plätering
plate	plätering
cake	plätt
drop scone	plätt
furrow	plöja
turn up	plöja fram
sink	plöja ner
plow	plöja sig fram
plough	plöja sig fram
headlong	plötslig
snap	plötslig
crash	plötslig
abrupt	plötslig
precipitous	plötslig
sudden	plötslig
lash	plötslig eller våldsam rörelse
fancy	plötslig idé
pain	plötslig och akut smärta på avgränsad del av kroppen
bulge	plötslig och oväntad ökning
brainstorm	plötslig och tillfällig sinnesförvirring
dart	plötslig rörelse
reverse	plötslig växling
leap	plötslig ökning
surge	plötslig ökning
hike	plötslig ökning
abruptly	plötsligen
short	plötsligt
suddenly	plötsligt
swoop	plötsligt angrepp
pipe up	plötsligt börja tala
dart	plötsligt framstörtande
break	plötsligt framträda
espy	plötsligt få syn på
leap	plötsligt hopp
entry	plötsligt ingripande
spin	plötsligt nedåtgående trend
hike	plötsligt och dramatiskt höja eller öka
slump	plötsligt prisfall
ejaculate	plötsligt ropa eller skrika
flash	plötsligt sken
jump	plötsligt skjuta i höjden
intereject	plötsligt skjuta in
interject	plötsligt skjuta in
jib	plötsligt streta emot
come out with	plötsligt säga
sit up	plötsligt visa intresse för
break	plötsligt visa sig
memo	PM
memorandum	PM
pneumatic	pneumatisk
poach	pochera
importunate	pockande
paperback	pocketbok
podium	podium
dais	podium
rostrum	podium
poem	poem
poetry	poesi
bard	poet
minstrel	poet
poet	poet
poetic	poetisk
poetical	poetisk
poof	poff
platform	pogram
poinsettia	poinsettia
boyish	pojkaktig
nipper	pojke
lad	pojke
boy	pojke
puppy	pojkspoling
youngster	pojkspoling
boyish prank	pojkstreck
fancy man	pojkvän
date	pojkvän
fellow	pojkvän
boyfriend	pojkvän
sweetheart	pojkvän
plate	pokal
cup	pokal
goblet	pokal
poker	poker
dead pan	pokerfejs
poker	pokerspel
pole	pol
Pole	polack
flat	polant
polar	polar
buddy	polare
brother	polare
cock	polare
crony	polare
mate	polare
polarize	polariserar
polarize	polarisering
pole position	pole position
polemic	polemik
polemic	polemisk
brighten	polera
burnish	polera
finish	polera
buff	polera med sämskskinn
polished	polerad
polish	polerar
finish	polering
buffer	polerverktyg
voucher	polett
policy	policy
out-patients' department	poliklinik
polyclinic	poliklinik
outpatient	poliklinikpatient
out-patient	poliklinikpatient
poliomyelitis	polio
polio	polio
poliomyelitis	poliomyelitis
copper	polis
cop	polis
blue	polis
police	polis
officer	polis
policeman	polis
police officer	polis
police constable	polis
prowl car	polisbil
cruiser	polisbil
shield	polisbricka
commissioner	polischef
manor	polisdistrikt
beak	polisdomare
police superintendent	poliskommissarie
captain	poliskommissarie
chief inspector	poliskommissarie
chief superintendent	poliskommissarie av högsta rang
policeman	poliskonstapel
police constable	poliskonstapel
officer	poliskonstapel
officer	polisman
constable	polisman
police constable	polisman
policeman	polisman
patch	polismans patrulleringsområde
police	polismyndighet
police commissioner	polismästare
commissioner	polismästare
marshal	polismästare
chief constable	polismästare för ett distrikt
raid	polisrazzia
police state	polisstat
police station	polisstation
picket	polisstyrka
policy	politik
politics	politik
politician	politiker
independent	politiker som inte tillhör något parti
political	politisk
possession	politisk besittning
refugee	politisk flykting
Communism	politisk ideologi som bygger på ett klasslöst samhälle där produktionsmedlen ägs av folket
cartoon	politisk karikatyr
politics	politisk åsikt
politics	politiska idéer
politically appointed civil servant	politruk
political bureaucrat	politruk
polish	polityr
patina	polityr
polka	polka
rock	polkagrisstång
pollen	pollen
fertiliser	pollenöverförare
fertilizer	pollenöverförare
check	pollett
check	pollettera
check	polletteringsmärke
fertilise	pollinera
fertilize	pollinera
turtleneck	polokrage
polo-neck sweater	polotröja
turtleneck	polotröja
Polish	polsk
Polish	polska
North Star	Polstjärnan
polyaromatic	polyaromatisk
polycentric	polycentriskt
polygamy	polygami
polygraph	polygraf
adenoids	polyper
polytheistic	polyteistisk
polytechnic	polyteknisk
brilliantine	pomada
French fries	pommes frites
chips	pommes frites
pageantry	pomp och ståt
splendour	pompa
pomp	pompa
pompous	pompös
portentous	pompös
authority	pondus
suppose	ponera
pony	ponny
pool	pool
POP	POP
pop	pop
popcorn	popcorn
poplin	poplin
cottonwood	poppel
popular	poppis
sell	popularisera
popularize	populariserar
popularity	popularitet
population	population
populism	populism
populist	populist
populist	populistiska
aspen	Populus tremula
big	populär
popular	populär
toast	populär person
pore	por
purl	porla
gurgle	porla
murmur	porla
ripple	porla
bubble	porla
babble	porla
murmur	porlande
purl	porlande
babble	porlande
ripple	porlande
gurgle	porlande
murmuring	porlande
blackhead	pormask
pornography	pornografi
pornographic	pornografisk
blue movie	pornografisk film
porosity	porositet
porn	porr
filth	porr
porno	porr
blue	porr-
blue film	porrfilm
porcelain	porslin
crock	porslin
cowry	porslinssnäcka
gate	port
gateway	port
door	port
front door	port
port	port
portable	portabel
portable	portabel apparat
portal	portal
portfolio	portfölj
case	portfölj
brief-case	portfölj
forbid	portförbjuda
doorway	portgång
gatehouse	porthus
doorman	portier
hall porter	portier
reception clerk	portier
clerk	portier
receptionist	portier
serving	portion
portion	portion
dose	portion
installment	portion
instalment	portion
mess	portion
batch	portion
helping	portion
portion out	portionerar
sachet	portionspåse
scallop	portionssnäcka
doorknocker	portklapp
knocker	portklapp
purse	portmonnä
postage	porto
picture	porträtt
portrait	porträtt
portray	porträttera
portrayal	porträttering
portraiture	porträttering
portraiture	porträttmålning
portrayal	porträttmålning
Portugal	Portugal
Portuguese	portugis
Portugese	portugis
Portugese	portugisisk
Portuguese	portugisisk
Portugese	portugisiska
concierge	portvakt
janitor	portvakt
doorman	portvakt
doorkeeper	portvakt
porter	portvakt
lodge	portvaktsbostad
port	portvin
porous	porös
cellular	porös
pose	pose
posture	pose
attitude	pose
attitudinise	posera
pose	posera
attitudinize	posera
pose	posering
position	position
standing	position
point	position
place	position
status	position
fix	positionsbestämning
plus	positiv
favourable	positiv
positive	positiv
barrel-organ	positiv
positive	positiv 1
reverse discrimination	positiv diskrimination
affirmative action	positiv diskriminering
sympathetic	positivt inställd
approval	positivt intresse
possessive	possessiv
quarter	post
mail	post
block	post
office	post
item	post
article	post
guard	post
post	post
post-	post-
postal	post-
post office	post 1
post	posta
mail	posta
postal address	postadress
postal order	postanvisning
money order	postanvisning
post office box	postbox
coach	postdiligens
poste restante	poste restante
general delivery	poste restante
poster	poster
post	postera
picket	postering
pigeonhole	postfack
postmaster	postföreståndare
cash on delivery	postförskott
COD	postförskott
postal giro	postgiro
post-gymnasial	postgymnasial
post-secondary	postgymnasial
postal service	postgång
hairpiece	postisch
